Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
19,2,Admission to hospital or death within 28 days,Female,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,2,43,0.0,0.0,9,52,0.0,0.0,9.079164,0.268734,0.061299,1.17812,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Some concerns,<p>The trial registry does not provide enough information on the measurement of the outcome.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
19,2,Admission to hospital or death within 28 days,Female,SUBGROUP_AND_OVERALL,Sullivan 2022,2022,0.0,0.0,0.0,0.0,9,323,0.0,0.0,21,352,0.0,0.0,33.788366,0.46705,0.21709,1.004819,,Low risk,<p>Participants from all sites were randomized by a central web-based system using blocked assignments to receive ABO compatible control plasma or CCP (both∼250 mL) in a 1:1 ratio. </p>,Low risk,"<p>Participants were blinded, but and those delivering the intervention were aware of intervention received. However, there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,"<p>A modified intention-to-treat was used, so data for this outcome was available for nearly all participants randomized.</p>",Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. COVID-19 relatedness for hospitalizations was adjudicated by a three physician panel masked to treatment group. </p>,Low risk,"<p>No protocol available, but the data that produced this result was analysed in accordance with the predefined outcome in the trial registry.</p>",Low risk,<p>Low risk of bias in all the domains. </p>
19,2,Admission to hospital or death within 28 days,Male,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,9,162,0.0,0.0,12,157,0.0,0.0,28.381382,0.726852,0.315071,1.676808,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Some concerns,<p>The trial registry does not provide enough information on the measurement of the outcome.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
19,2,Admission to hospital or death within 28 days,Male,SUBGROUP_AND_OVERALL,Sullivan 2022,2022,0.0,0.0,0.0,0.0,8,269,0.0,0.0,16,237,0.0,0.0,28.751089,0.44052,0.191986,1.010792,,Low risk,<p>Participants from all sites were randomized by a central web-based system using blocked assignments to receive ABO compatible control plasma or CCP (both∼250 mL) in a 1:1 ratio. </p>,Low risk,"<p>Participants were blinded, but and those delivering the intervention were aware of intervention received. However, there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,"<p>A modified intention-to-treat was used, so data for this outcome was available for nearly all participants randomized.</p>",Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. COVID-19 relatedness for hospitalizations was adjudicated by a three physician panel masked to treatment group. </p>,Low risk,"<p>No protocol available, but the data that produced this result was analysed in accordance with the predefined outcome in the trial registry.</p>",Low risk,<p>Low risk of bias in all the domains. </p>
19,3,All initial symptoms resolved (asymptomatic) at up to day 28,Female,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,28,43,0.0,0.0,32,52,0.0,0.0,17.242608,1.05814,0.778699,1.437859,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. The subgroup data was provided on request by the study investigator.</p>,Some concerns,<p>- </p>
19,3,All initial symptoms resolved (asymptomatic) at up to day 28,Male,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,123,163,0.0,0.0,106,158,0.0,0.0,82.757392,1.124783,0.97787,1.293768,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. The subgroup data was provided on request by the study investigator.</p>,Some concerns,<p>- </p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,AlQahtani 2021,2021,0.0,0.0,0.0,0.0,16,20,0.0,0.0,2,20,0.0,0.0,0.881126,8.0,2.10965,30.33679,,Low risk,<p>Participants were block randomized by computer-generated random numbering in a 1:1 ratio to receive either convalescent plasma in addition to the standard therapy or standard of care alone and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Comment: This was an open label trial.</p><p>Quote: &quot;Patients and clinicians were not blinded to the treatment given&quot;</p><p>Comment: There were small differences in co-interventions, but this was probably not due to trial context. </p>",Low risk,<p>Comment: An intention-to-treat (ITT) analysis was performed.</p>,Low risk,"<p>Comment: Mortality is a clear and objective measurement, dead vs alive. </p>",Some concerns,<p>Comment: The time point of the outcome measurement was not pre-specified in the study protocol. </p>,Some concerns,"<p>For the outcome &quot;mortality&quot; in this study, there are some concerns for bias in selection of reported results. However, for all the other domains, there is a low risk of bias. </p>"
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Avendano-Sola 2021,2020,0.0,0.0,0.0,0.0,7,179,0.0,0.0,14,171,0.0,0.0,1.93124,0.477654,0.197579,1.154744,,Low risk,<p>Participants were randomized through a web-based eCRF system (ORACLE clinical) in a 1:1 ratio to receive either convalescent plasma in addition to the standard therapy or standard of care alone and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Comment: This was an open label trial. Of the patients randomized to receive plasma, 37 (97.4%) received treatment as assigned.</p><p>Quote: &quot;1 patient did not receive CP due to absence of AB0 blood group compatible plasma&quot; </p><p>Comment: ITT was performed</p>",Low risk,"<p>Comment: Data on 30-day mortality was available for all the participants randomized (although some were lost to follow-up, withdrew consent).</p>",Low risk,"<p>Comment: Mortality rate at day 29 is a clear and objective outcome measure, dead vs. alive.</p>",Low risk,"<p>Comment: The trial protocol and SAP were not available, but some supplementary material was provided on methods and the trial registry was available. From the trial registry we could compare the outcomes planed and reported and there were no inconsistencies for the mortality at day 29 assessment.</p>",Low risk,"<p>Comment: For the outcome 30-day mortality in this study, there is a low risk of bias for all the domains. </p>"
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Bar 2021,2021,0.0,0.0,0.0,0.0,2,40,0.0,0.0,10,39,0.0,0.0,0.745517,0.195,0.045618,0.833556,,Some concerns,<p>Participants were assigned to treatment or control in a 1:1 ratio using randomization stratified on the use of remdesivir and mechanical ventilation at entry using block randomization with variable block size. There is no information on whether the allocation sequence was concealed. </p>,Low risk,,Low risk,,Low risk,,Low risk,,Not applicable,
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Devos 2021,2021,0.0,0.0,0.0,0.0,29,320,0.0,0.0,14,163,0.0,0.0,3.767953,1.055134,0.573693,1.9406,,Low risk,"<p>Patients were randomised through a computerised system (RedCap®, Vanderbilt University, USA, Version 10.6.13) according to a 2:1 allocation scheme stratified by study site using randomly selected block sizes of 6 or 9, to open-label convalescent plasma combined with standard of care (intervention group) or standard of care alone (control group).</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.<br/> </p>,Low risk,<p>- </p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Estcourt 2021,2021,0.0,0.0,0.0,0.0,352,1074,0.0,0.0,300,904,0.0,0.0,21.97017,0.98761,0.870637,1.120299,,Low risk,"<p>Participants were randomized via a centralized computer program to each intervention (available locally) starting with balanced assignment. The study will randomly allocate participants to one or more interventions, with each intervention nested within a domain. In this regard, a platform trial is no different to other forms of RCT in that randomization provides the basis for causal inference. However, unlike a conventional RCT, the proportion of participants who are randomized to each available intervention within a domain will not be fixed. Rather, the trial will incorporate RAR. RAR utilizes random allocation with a weighted probability for each intervention, with the weighted probability being proportional to the extent to which similar participants recruited earlier in the trial benefited or not from each particular intervention.</p>",Low risk,,Low risk,,Low risk,,Low risk,,Low risk,
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Holm 2021,2021,0.0,0.0,0.0,0.0,2,17,0.0,0.0,3,14,0.0,0.0,0.585925,0.54902,0.106134,2.84001,,Low risk,"<p>Patients eligible for inclusion were enrolled and randomized by a study physician (KH, OL, CW, JO, MR), 1:1 using the electronic software REDCap to either receive SOC or SOC with 200–250 mL of CCP administered intravenously during 30 min on three consecutive days. Blocks of ten patients were used for randomization. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Some concerns,"<p>No protocol available online (could be requested), but clinical trial registry is available. All-cause mortality within 28 days: this was changed from the three month in the ClinicalTrial registration due to a maximum follow-up time of 28 days</p>",Some concerns,<p>- </p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,1399,5795,0.0,0.0,1408,5763,0.0,0.0,26.144977,0.988121,0.926511,1.053828,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,"<p>Data for this outcome was available for all 11,558 participants randomized.</p>",Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>For the outcome &quot;28-day mortality&quot;, there was a low risk of bias for all the domains. </p>"
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Koerper 2021,2021,0.0,0.0,0.0,0.0,8,53,0.0,0.0,14,52,0.0,0.0,2.427255,0.560647,0.257034,1.222893,,Low risk,"<p>Patients were randomized using a Web-based system with a stratified 1:1 allocation ratio between each stratum (Figure 1). Patients were stratified prior to permutated block randomization by presence or absence of ventilation support, ECMO, or ICU treatment.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Low risk,<p>- </p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Korley 2021,2021,0.0,0.0,0.0,0.0,5,257,0.0,0.0,1,254,0.0,0.0,0.348538,4.941634,0.581396,42.001891,,High risk,<p>Baseline differences (characteristics are not balanced) in hospitalisation between groups suggesting a problem with randomization. </p>,Low risk,"<p>The participants were blinded to the treatment, but those delivering the intervention were aware of intervention received. There were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were unaware of the intervention received, so it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the protocol.</p>,High risk,<p>High risk of bias arising from the randomization process.</p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Menichetti 2021,2021,0.0,0.0,0.0,0.0,14,231,0.0,0.0,19,240,0.0,0.0,3.222199,0.76555,0.393196,1.49052,,Low risk,"<p>A stratified permuted block randomization procedure with a 1:1 ratio, with blocks of variable sizes and stratification for clinical sites, was generated by using Stata version 16.1 (StataCorp). Eligible patients underwent web-based treatment allocation through REDcap platform to receive either administration of COVID-19 CP in addition to standard therapy (ST) or ST alone. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,"<p>Data for this outcome was available for (nearly) all participants randomized, in a modified intention-to-treat analysis.</p>",Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the protocol.</p>,Low risk,<p>-</p>
20,1,All-cause mortality at up to day 28,High-income countries,SUBGROUP_AND_OVERALL,Ortigoza 2022,2022,0.0,0.0,0.0,0.0,59,462,0.0,0.0,71,462,0.0,0.0,10.08541,0.830986,0.603245,1.144704,,Low risk,<p>A centralized electronic system was used to randomly assign enrolled patients to receive CCP or placebo in a 1:1 ratio stratified by enrollment site and risk status using randomization block sizes of 4 and 6 to maintain balanced group sizes. Allocation was concealed. </p>,Low risk,"<p>Patients, treating clinicians, trial personnel, and outcome assessors were blinded to group assignment and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>- </p>
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Agarwal 2020,2020,0.0,0.0,0.0,0.0,34,235,0.0,0.0,31,229,0.0,0.0,6.181888,1.068771,0.680511,1.67855,,Low risk,<p>The allocation sequence was random and concealed and there were no differences between intervention groups suggesting a problem with the randomization process.</p>,Some concerns,"<p>Comment: The study used an open label design.<br/>Quote: &quot;Because our study used an open label design, it was susceptible to anchoring bias of the treating doctors in outcome ascertainment&quot;</p><p>Comment: Five patients in the CP arm, and four in the control arm did not receive the allocated intervention, because of withdrawal of consent. This could be due to awareness of intervention. Three patients in the control group received CP, instead. </p>",Low risk,<p>Quote: &quot;We performed an intention-to-treat analysis after imputing the missing composite outcomes for progression to severe disease or mortality.&quot;</p>,Low risk,"<p>Comment: Death is very clear as outcome, death vs alive.</p><p>Quote: &quot;All participants were contacted by telephone on day 28 to assess health status.&quot;</p><p>Quote: &quot;Data were collected in structured paper case record forms and then entered in the Research Electronic Data Capture system (REDCap, version 8.5 Vanderbilt University, TN)&quot; &quot;An independent data and safety monitoring board oversaw the study.&quot;</p>",Low risk,"<p>Comment: The statistical analysis plan and protocol were not available yet, but we could compare the planned and reported outcome with the trial registry. The registry mentioned &quot;All cause mortality at 28 days or progression to severe disease&quot;.</p>",Some concerns,"<p>Comment: For this outcome &quot;mortality&quot; in this study, there is a low risk of bias from the randomization process, missing outcome data, measurement of the outcome and in selection of the reported result. However, there are some concerns for bias due to deviations from intended interventions.</p>"
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,De Santis 2022,2022,0.0,0.0,0.0,0.0,8,36,0.0,0.0,18,71,0.0,0.0,2.737345,0.876543,0.422447,1.818754,,Some concerns,"<p>The study methods it is stated that this is a &quot;investigator-initiated multicenter open-label randomized controlled trial&quot;, but no further information on the allocation sequence concealment. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized<br/> </p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.<br/> </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.<br/> </p>,Some concerns,<p>-</p>
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,6,43,0.0,0.0,11,43,0.0,0.0,1.861082,0.545455,0.221667,1.342194,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Not applicable,,Low risk,,Low risk,,Low risk,,Not applicable,
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Kirenga 2021,2021,0.0,0.0,0.0,0.0,10,69,0.0,0.0,8,67,0.0,0.0,1.997902,1.213768,0.510147,2.887863,,Low risk,"<p>Randomisation was performed using permuted block randomisation with varying block sizes ranging from 4 to 8. Generation of randomisation numbers was done by the study biostatistician, who did not have contact with participants. The biostatistician printed individual randomisation numbers with their corresponding treatment assignment and placed each number in an opaque envelope. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.</p>,Low risk,<p>-</p>
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Li 2020,2020,0.0,0.0,0.0,0.0,8,51,0.0,0.0,12,50,0.0,0.0,2.289926,0.653595,0.292191,1.462008,,Low risk,<p>Participants were block randomized via computer-generated random numbering in a 1:1 ratio to receive standard treatment coupled with convalescent plasma transfusion or standard treatment alone and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Quote: &quot;Open-label&quot;</p><p>Comment: All the patients received their assigned intervention.</p><p>Comment: The co-interventions were not balanced across arms, but there was no evidence for a protocol deviation.</p>",Low risk,<p>Comment: An intention-to-treat (ITT) analysis was performed. </p>,Low risk,"<p>Quote: &quot;To avoid assessment bias, the evaluation of clinical outcomes was performed by an investigator who was blind to the study group allocation.&quot;</p>",Low risk,<p>Comment: The outcome was assessed as determined at the protocol stage and in the SAP. </p>,Low risk,"<p>Comment: For the outcome &quot;mortality&quot; in this study, all the domains have a low risk of bias.</p>"
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Ray 2022,2022,0.0,0.0,0.0,0.0,10,40,0.0,0.0,14,40,0.0,0.0,3.083714,0.714286,0.360792,1.414122,,Some concerns,"<p>Participants were probably allocated randomly to either the standard of care group alone or standard of care with convalescent plasma group and there were no further information given on the randomization process. There is no information on the allocation concealment, the trial registry only indicates concealment through &quot;Case Record Numbers&quot;. There were no baseline imbalances that would suggest a problem with randomisation.</p>",Low risk,"<p>Comment: This was an open label trial.</p><p>Comment: There was no flow chart available in the report, but the necessary information was provided in the text. </p><p>Quote: &quot;All patients recruited in CPT arm received two transfusions of 200ml ABO-matched convalescent plasma on two successive days, first one being on the day on enrolment, except for one patient who succumbed before he could be transfused with second unit&quot;</p>",Low risk,<p>Comment: An intention-to-treat (ITT) analysis was performed.</p>,Low risk,"<p>Comment: Mortality is a clear and objective outcome, death vs. alive.</p>",Low risk,"<p>Comment: Neither the protocol, not the SAP was given, but the trial registry was available. The outcome 30-day mortality was mentioned in the registry. </p>",High risk,"<p>Comment: For the outcome &quot;mortality&quot; in this study, there is a low risk of bias due to deviations from intended interventions, due to missing outcome data, in measurement of the outcome and in selection of the reported result . There is a high risk of bias from the randomization process.</p>"
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Sekine 2021,2021,0.0,0.0,0.0,0.0,18,80,0.0,0.0,13,80,0.0,0.0,3.434899,1.384615,0.728235,2.63261,,Low risk,<p>Patients were randomly assigned in a 1:1 ratio to receive two infusions 48 h apart of 300mL of CP plus Standard of Care (SOC) or SOC alone. Randomisation was performed using computer-generated randomisation with random block sizes of 2 or 4 and stratified according to the unit of hospitalisation on enrolment.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Low risk,<p>-</p>
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Simonovich 2020,2020,0.0,0.0,0.0,0.0,25,228,0.0,0.0,12,105,0.0,0.0,3.381213,0.95943,0.501698,1.834781,,Low risk,<p>Participants were randomised through a randomization program (REDCap) in a 2:1 ratio to receive either convalescent plasma or a placebo. The allocation sequence was random and concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Comment: This trial was double-blinded.<br/>Quote: &quot;The intervention will remain blind to the research subjects and to the research team throughout the entire protocol. <br/>Quote: &quot;Since the plasma solution is slightly opaque, the container and IV line will be covered with a coloured sleeve to maintain the masking.&quot;</p><p>Comment: An intention-to-treat (ITT) analysis was performed.</p>",Low risk,<p>Comment: One patient in control group did not receive intervention due to withdrawal of consent after randomisation and was excluded from the analysis.</p>,Low risk,<p>Quote: &quot;The intervention will remain blind to the research subjects and to the research team throughout the entire protocol. The transfusional medicine team and the persons in charge of the statistical analysis will not be blind regarding the assignment of the branch to which the patients have been randomized.&quot;</p>,Low risk,<p>Comment: The outcome was analysed as planned at protocol stage.</p>,Low risk,"<p>Comment: For the outcome &quot;mortality&quot; in this study, all the domains have a low risk of bias.</p>"
20,1,All-cause mortality at up to day 28,Low- to middle-income countries,SUBGROUP_AND_OVERALL,Van den Berg 2022,2022,0.0,0.0,0.0,0.0,11,52,0.0,0.0,13,51,0.0,0.0,2.921721,0.829882,0.410489,1.677764,,Low risk,"<p>Eligible and consenting participants were randomized (1:1) to receive either a single infusion of 200–250 mL CCP or 200 mL of placebo, together with local standard of care. Random assignment was stratified by study site, age (≥ or &lt; 65 years), and body mass index (BMI) (≥ or &lt; 30 kg/m2). An electronic randomisation application (REDCap) hosted by SANB, was used to generate the treatment allocation. To mask treatment allocation, investigational product (IP) was covered in opaque paper wrapping prior to dispatch from the blood bank. </p>",Low risk,"<p>Both participants and those delivering the intervention were probably not aware of intervention received, as treatment allocation was masked (plasma was covered in opaque paper wrapping) and there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for nearly all participants randomized (two participants withdrew consent and two were transferred to alternative facilities prior to transfusion) .</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,"<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registry, the protocol was not available.</p>",Low risk,<p>-</p>
20,2,"Clinical worsening: need for invasive mechanical ventilation, or death at up to day 28",High-income countries,SUBGROUP_AND_OVERALL,Estcourt 2021,2021,0.0,0.0,0.0,0.0,347,701,0.0,0.0,275,606,0.0,0.0,25.862534,1.090816,0.972336,1.223733,,Low risk,"<p>Participants were randomized via a centralized computer program to each intervention (available locally) starting with balanced assignment. The study will randomly allocate participants to one or more interventions, with each intervention nested within a domain. In this regard, a platform trial is no different to other forms of RCT in that randomization provides the basis for causal inference. However, unlike a conventional RCT, the proportion of participants who are randomized to each available intervention within a domain will not be fixed. Rather, the trial will incorporate RAR. RAR utilizes random allocation with a weighted probability for each intervention, with the weighted probability being proportional to the extent to which similar participants recruited earlier in the trial benefited or not from each particular intervention.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Low risk,<p>-</p>
